,Country,Snippets,class
108,canada,"This week’s letter looks at the death of Sears and, with it, the end of mail-order catalog shopping. We also look at the dramatic rescue of a Canadian-American family.",happy
109,canada,"This week’s Canada Letter looks at the battle over ads for legal marijuana, a tribute to Leonard Cohen a year after his death, and Canadian filmmakers in North Korea.",happy
110,canada,This week’s newsletter about Canada and for Canadians picks highlights from The Times’s year-end reviews and lists.,happy
111,canada,This week’s Canada Letter asks Canadian readers to take on their Australian counterparts in a challenge.,happy
112,canada,This week’s newsletter about Canada and for Canadians looks into Canadians’ tendency to say sorry and welcomes an expat home.,happy
113,canada,This week’s Canada Letter looks at a film about the deaf community in Halifax when the city was hit by a massive explosion a century ago,happy
114,canada,"Our Toronto bureau chief talks about her searing experiences in Haiti, and Broadway producers find a congenial tryout spot in Edmonton.",happy
115,canada,"In this week’s newsletter for about Canadians, our readers offer their thoughts on how the public health care system has come to define the country.",happy
116,canada,"The Canada Letter, the newsletter for and about Canadians, looks at Bernie Sanders on Canada’s health system, and a blow to a British Columbia megaproject.",happy
117,canada,"This week’s Canada Letter looks at the pension shortfall at Sears Canada and, with Catalonia in the news, contemplates separation anxiety at home.",happy
118,canada,"This week’s letter looks at the death of Sears and, with it, the end of mail-order catalog shopping. We also look at the dramatic rescue of a Canadian-American family.",happy
119,canada,"This week’s Canada Letter looks at the battle over ads for legal marijuana, a tribute to Leonard Cohen a year after his death, and Canadian filmmakers in North Korea.",happy
120,canada,This week’s newsletter about Canada and for Canadians picks highlights from The Times’s year-end reviews and lists.,happy
121,canada,This week’s Canada Letter asks Canadian readers to take on their Australian counterparts in a challenge.,happy
122,canada,This week’s newsletter about Canada and for Canadians looks into Canadians’ tendency to say sorry and welcomes an expat home.,happy
123,canada,This week’s Canada Letter looks at a film about the deaf community in Halifax when the city was hit by a massive explosion a century ago,happy
124,canada,"Our Toronto bureau chief talks about her searing experiences in Haiti, and Broadway producers find a congenial tryout spot in Edmonton.",happy
125,canada,"In this week’s newsletter for about Canadians, our readers offer their thoughts on how the public health care system has come to define the country.",happy
126,canada,"The Canada Letter, the newsletter for and about Canadians, looks at Bernie Sanders on Canada’s health system, and a blow to a British Columbia megaproject.",happy
127,canada,"This week’s Canada Letter looks at the pension shortfall at Sears Canada and, with Catalonia in the news, contemplates separation anxiety at home.",happy
128,canada,"This week’s letter looks at the death of Sears and, with it, the end of mail-order catalog shopping. We also look at the dramatic rescue of a Canadian-American family.",happy
129,canada,"This week’s Canada Letter looks at the battle over ads for legal marijuana, a tribute to Leonard Cohen a year after his death, and Canadian filmmakers in North Korea.",happy
130,canada,This week’s newsletter about Canada and for Canadians picks highlights from The Times’s year-end reviews and lists.,happy
131,canada,This week’s Canada Letter asks Canadian readers to take on their Australian counterparts in a challenge.,happy
132,canada,This week’s newsletter about Canada and for Canadians looks into Canadians’ tendency to say sorry and welcomes an expat home.,happy
133,canada,This week’s Canada Letter looks at a film about the deaf community in Halifax when the city was hit by a massive explosion a century ago,happy
134,canada,"Our Toronto bureau chief talks about her searing experiences in Haiti, and Broadway producers find a congenial tryout spot in Edmonton.",happy
135,canada,"In this week’s newsletter for about Canadians, our readers offer their thoughts on how the public health care system has come to define the country.",happy
136,canada,"The Canada Letter, the newsletter for and about Canadians, looks at Bernie Sanders on Canada’s health system, and a blow to a British Columbia megaproject.",happy
137,canada,"This week’s Canada Letter looks at the pension shortfall at Sears Canada and, with Catalonia in the news, contemplates separation anxiety at home.",happy
138,canada,"This week’s letter looks at the death of Sears and, with it, the end of mail-order catalog shopping. We also look at the dramatic rescue of a Canadian-American family.",happy
139,canada,"This week’s Canada Letter looks at the battle over ads for legal marijuana, a tribute to Leonard Cohen a year after his death, and Canadian filmmakers in North Korea.",happy
140,canada,This week’s newsletter about Canada and for Canadians picks highlights from The Times’s year-end reviews and lists.,happy
141,canada,This week’s Canada Letter asks Canadian readers to take on their Australian counterparts in a challenge.,happy
142,canada,This week’s newsletter about Canada and for Canadians looks into Canadians’ tendency to say sorry and welcomes an expat home.,happy
143,canada,This week’s Canada Letter looks at a film about the deaf community in Halifax when the city was hit by a massive explosion a century ago,happy
144,canada,"Our Toronto bureau chief talks about her searing experiences in Haiti, and Broadway producers find a congenial tryout spot in Edmonton.",happy
145,canada,"In this week’s newsletter for about Canadians, our readers offer their thoughts on how the public health care system has come to define the country.",happy
146,canada,"The Canada Letter, the newsletter for and about Canadians, looks at Bernie Sanders on Canada’s health system, and a blow to a British Columbia megaproject.",happy
147,canada,"This week’s Canada Letter looks at the pension shortfall at Sears Canada and, with Catalonia in the news, contemplates separation anxiety at home.",happy
148,canada,"This week’s letter looks at the death of Sears and, with it, the end of mail-order catalog shopping. We also look at the dramatic rescue of a Canadian-American family.",happy
149,canada,"This week’s Canada Letter looks at the battle over ads for legal marijuana, a tribute to Leonard Cohen a year after his death, and Canadian filmmakers in North Korea.",happy
150,bhutan,"Though still a religious symbol, phalluses have become a curio to peddle in all sizes and colors to the increasing number of visitors to this Himalayan kingdom.",unhappy
151,bhutan,"India is determined to stand firm against China, while China will show no weakness in a territorial dispute.",unhappy
152,bhutan,"There are fears that ambition and nationalism could lead China and India to war again, but now with more firepower at their disposal.",unhappy
153,bhutan,Is a single photograph enough to find your soul mate?,unhappy
154,bhutan,"There is a dark side to Bhutan’s gauge, a reader says.",unhappy
155,bhutan,Dasho Karma Ura has spent years defining Gross National Happiness. But persuading other nations to adopt an index aimed at spiritual well-being has had its challenges.,unhappy
156,bhutan,China and India have come close to the brink of conflict over 34 square miles of land.,unhappy
157,bhutan,"The two nuclear powers are fighting over a border, but their battle is really over the shape of Asia’s future.",unhappy
158,bhutan,"Analysts say that both sides gave ground, ending one of the worst diplomatic flare-ups between the nuclear-armed Asian rivals in decades.",unhappy
159,bhutan,We’re off the coast of Queensland for this week’s newsletter. And it’s not looking good.,unhappy
160,bhutan,"Though still a religious symbol, phalluses have become a curio to peddle in all sizes and colors to the increasing number of visitors to this Himalayan kingdom.",unhappy
161,bhutan,"India is determined to stand firm against China, while China will show no weakness in a territorial dispute.",unhappy
162,bhutan,"There are fears that ambition and nationalism could lead China and India to war again, but now with more firepower at their disposal.",unhappy
163,bhutan,Is a single photograph enough to find your soul mate?,unhappy
164,bhutan,"There is a dark side to Bhutan’s gauge, a reader says.",unhappy
165,bhutan,Dasho Karma Ura has spent years defining Gross National Happiness. But persuading other nations to adopt an index aimed at spiritual well-being has had its challenges.,unhappy
166,bhutan,China and India have come close to the brink of conflict over 34 square miles of land.,unhappy
167,bhutan,"The two nuclear powers are fighting over a border, but their battle is really over the shape of Asia’s future.",unhappy
168,bhutan,"Analysts say that both sides gave ground, ending one of the worst diplomatic flare-ups between the nuclear-armed Asian rivals in decades.",unhappy
169,bhutan,We’re off the coast of Queensland for this week’s newsletter. And it’s not looking good.,unhappy
170,bhutan,"Though still a religious symbol, phalluses have become a curio to peddle in all sizes and colors to the increasing number of visitors to this Himalayan kingdom.",unhappy
171,bhutan,"India is determined to stand firm against China, while China will show no weakness in a territorial dispute.",unhappy
172,bhutan,"There are fears that ambition and nationalism could lead China and India to war again, but now with more firepower at their disposal.",unhappy
173,bhutan,Is a single photograph enough to find your soul mate?,unhappy
174,bhutan,"There is a dark side to Bhutan’s gauge, a reader says.",unhappy
175,bhutan,Dasho Karma Ura has spent years defining Gross National Happiness. But persuading other nations to adopt an index aimed at spiritual well-being has had its challenges.,unhappy
176,bhutan,China and India have come close to the brink of conflict over 34 square miles of land.,unhappy
177,bhutan,"The two nuclear powers are fighting over a border, but their battle is really over the shape of Asia’s future.",unhappy
178,bhutan,"Analysts say that both sides gave ground, ending one of the worst diplomatic flare-ups between the nuclear-armed Asian rivals in decades.",unhappy
179,bhutan,We’re off the coast of Queensland for this week’s newsletter. And it’s not looking good.,unhappy
180,bhutan,"Though still a religious symbol, phalluses have become a curio to peddle in all sizes and colors to the increasing number of visitors to this Himalayan kingdom.",unhappy
181,bhutan,"India is determined to stand firm against China, while China will show no weakness in a territorial dispute.",unhappy
182,bhutan,"There are fears that ambition and nationalism could lead China and India to war again, but now with more firepower at their disposal.",unhappy
183,bhutan,Is a single photograph enough to find your soul mate?,unhappy
184,bhutan,"There is a dark side to Bhutan’s gauge, a reader says.",unhappy
185,bhutan,Dasho Karma Ura has spent years defining Gross National Happiness. But persuading other nations to adopt an index aimed at spiritual well-being has had its challenges.,unhappy
186,bhutan,China and India have come close to the brink of conflict over 34 square miles of land.,unhappy
187,bhutan,"The two nuclear powers are fighting over a border, but their battle is really over the shape of Asia’s future.",unhappy
188,bhutan,"Analysts say that both sides gave ground, ending one of the worst diplomatic flare-ups between the nuclear-armed Asian rivals in decades.",unhappy
189,bhutan,We’re off the coast of Queensland for this week’s newsletter. And it’s not looking good.,unhappy
190,bhutan,"Though still a religious symbol, phalluses have become a curio to peddle in all sizes and colors to the increasing number of visitors to this Himalayan kingdom.",unhappy
191,bhutan,"India is determined to stand firm against China, while China will show no weakness in a territorial dispute.",unhappy
192,bhutan,"There are fears that ambition and nationalism could lead China and India to war again, but now with more firepower at their disposal.",unhappy
193,bhutan,Is a single photograph enough to find your soul mate?,unhappy
194,bhutan,"There is a dark side to Bhutan’s gauge, a reader says.",unhappy
195,bhutan,Dasho Karma Ura has spent years defining Gross National Happiness. But persuading other nations to adopt an index aimed at spiritual well-being has had its challenges.,unhappy
196,bhutan,China and India have come close to the brink of conflict over 34 square miles of land.,unhappy
197,bhutan,"The two nuclear powers are fighting over a border, but their battle is really over the shape of Asia’s future.",unhappy
198,bhutan,"Analysts say that both sides gave ground, ending one of the worst diplomatic flare-ups between the nuclear-armed Asian rivals in decades.",unhappy
199,bhutan,We’re off the coast of Queensland for this week’s newsletter. And it’s not looking good.,unhappy
200,lithuania,"Lonzo Ball’s younger brothers gave up any chance of playing college basketball by signing with an agent, and will now try to succeed against the pros in Europe.",happy
201,lithuania,"It all started with a message on Twitter in the wee hours of the morning. Less than a week later, the brothers signed a contract and sent the town into a frenzy.",happy
202,lithuania,"From the Jewish districts of historic cities to small, out-of-the-way towns once known as shtetls, the author finds remnants of the past at every turn.",happy
203,lithuania,The viral publisher Bored Panda is thriving on the social network despite the algorithm changes that doomed its competitors.,happy
204,lithuania,Mummified bodies in a crypt in Lithuania are teaching scientists about health and disease among people who lived long ago.,happy
205,lithuania,"Hidden in a church basement and forgotten, the books and documents recently discovered provide sharp new insights into Jewish life and literature.",happy
206,lithuania,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,happy
207,lithuania,The defense secretary reassured Baltic nations rattled by recent Russian actions and by cyberattacks against NATO troops stationed in Lithuania.,happy
208,lithuania,"The Royal Air Force tracked the flight, which originated in Kaunas, Lithuania, because of a security threat that the airline later said was most likely a hoax.",happy
209,lithuania,President Trump recapped 10 months of his foreign policy in a speech on Wednesday that contained several inaccurate claims.,happy
210,lithuania,"Lonzo Ball’s younger brothers gave up any chance of playing college basketball by signing with an agent, and will now try to succeed against the pros in Europe.",happy
211,lithuania,"It all started with a message on Twitter in the wee hours of the morning. Less than a week later, the brothers signed a contract and sent the town into a frenzy.",happy
212,lithuania,"From the Jewish districts of historic cities to small, out-of-the-way towns once known as shtetls, the author finds remnants of the past at every turn.",happy
213,lithuania,The viral publisher Bored Panda is thriving on the social network despite the algorithm changes that doomed its competitors.,happy
214,lithuania,Mummified bodies in a crypt in Lithuania are teaching scientists about health and disease among people who lived long ago.,happy
215,lithuania,"Hidden in a church basement and forgotten, the books and documents recently discovered provide sharp new insights into Jewish life and literature.",happy
216,lithuania,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,happy
217,lithuania,The defense secretary reassured Baltic nations rattled by recent Russian actions and by cyberattacks against NATO troops stationed in Lithuania.,happy
218,lithuania,"The Royal Air Force tracked the flight, which originated in Kaunas, Lithuania, because of a security threat that the airline later said was most likely a hoax.",happy
219,lithuania,President Trump recapped 10 months of his foreign policy in a speech on Wednesday that contained several inaccurate claims.,happy
220,lithuania,"Lonzo Ball’s younger brothers gave up any chance of playing college basketball by signing with an agent, and will now try to succeed against the pros in Europe.",happy
221,lithuania,"It all started with a message on Twitter in the wee hours of the morning. Less than a week later, the brothers signed a contract and sent the town into a frenzy.",happy
222,lithuania,"From the Jewish districts of historic cities to small, out-of-the-way towns once known as shtetls, the author finds remnants of the past at every turn.",happy
223,lithuania,The viral publisher Bored Panda is thriving on the social network despite the algorithm changes that doomed its competitors.,happy
224,lithuania,Mummified bodies in a crypt in Lithuania are teaching scientists about health and disease among people who lived long ago.,happy
225,lithuania,"Hidden in a church basement and forgotten, the books and documents recently discovered provide sharp new insights into Jewish life and literature.",happy
226,lithuania,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,happy
227,lithuania,The defense secretary reassured Baltic nations rattled by recent Russian actions and by cyberattacks against NATO troops stationed in Lithuania.,happy
228,lithuania,"The Royal Air Force tracked the flight, which originated in Kaunas, Lithuania, because of a security threat that the airline later said was most likely a hoax.",happy
229,lithuania,President Trump recapped 10 months of his foreign policy in a speech on Wednesday that contained several inaccurate claims.,happy
230,lithuania,"Lonzo Ball’s younger brothers gave up any chance of playing college basketball by signing with an agent, and will now try to succeed against the pros in Europe.",happy
231,lithuania,"It all started with a message on Twitter in the wee hours of the morning. Less than a week later, the brothers signed a contract and sent the town into a frenzy.",happy
232,lithuania,"From the Jewish districts of historic cities to small, out-of-the-way towns once known as shtetls, the author finds remnants of the past at every turn.",happy
233,lithuania,The viral publisher Bored Panda is thriving on the social network despite the algorithm changes that doomed its competitors.,happy
234,lithuania,Mummified bodies in a crypt in Lithuania are teaching scientists about health and disease among people who lived long ago.,happy
235,lithuania,"Hidden in a church basement and forgotten, the books and documents recently discovered provide sharp new insights into Jewish life and literature.",happy
236,lithuania,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,happy
237,lithuania,The defense secretary reassured Baltic nations rattled by recent Russian actions and by cyberattacks against NATO troops stationed in Lithuania.,happy
238,lithuania,"The Royal Air Force tracked the flight, which originated in Kaunas, Lithuania, because of a security threat that the airline later said was most likely a hoax.",happy
239,lithuania,President Trump recapped 10 months of his foreign policy in a speech on Wednesday that contained several inaccurate claims.,happy
240,lithuania,"Lonzo Ball’s younger brothers gave up any chance of playing college basketball by signing with an agent, and will now try to succeed against the pros in Europe.",happy
241,lithuania,"It all started with a message on Twitter in the wee hours of the morning. Less than a week later, the brothers signed a contract and sent the town into a frenzy.",happy
242,lithuania,"From the Jewish districts of historic cities to small, out-of-the-way towns once known as shtetls, the author finds remnants of the past at every turn.",happy
243,lithuania,The viral publisher Bored Panda is thriving on the social network despite the algorithm changes that doomed its competitors.,happy
244,lithuania,Mummified bodies in a crypt in Lithuania are teaching scientists about health and disease among people who lived long ago.,happy
245,lithuania,"Hidden in a church basement and forgotten, the books and documents recently discovered provide sharp new insights into Jewish life and literature.",happy
246,lithuania,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,happy
247,lithuania,The defense secretary reassured Baltic nations rattled by recent Russian actions and by cyberattacks against NATO troops stationed in Lithuania.,happy
248,lithuania,"The Royal Air Force tracked the flight, which originated in Kaunas, Lithuania, because of a security threat that the airline later said was most likely a hoax.",happy
249,lithuania,President Trump recapped 10 months of his foreign policy in a speech on Wednesday that contained several inaccurate claims.,happy
250,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
251,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
252,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
253,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
254,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
255,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
256,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
257,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
258,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
259,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
260,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
261,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
262,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
263,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
264,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
265,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
266,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
267,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
268,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
269,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
270,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
271,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
272,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
273,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
274,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
275,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
276,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
277,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
278,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
279,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
280,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
281,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
282,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
283,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
284,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
285,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
286,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
287,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
288,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
289,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
290,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
291,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
292,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
293,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
294,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
295,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
296,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
297,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
298,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
299,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
300,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
301,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
302,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
303,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
304,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
305,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
306,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
307,montenegro,What possesses him to treat America’s allies so badly?,unhappy
308,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
309,montenegro,Here’s what you need to know to start your day.,unhappy
310,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
311,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
312,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
313,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
314,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
315,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
316,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
317,montenegro,What possesses him to treat America’s allies so badly?,unhappy
318,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
319,montenegro,Here’s what you need to know to start your day.,unhappy
320,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
321,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
322,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
323,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
324,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
325,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
326,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
327,montenegro,What possesses him to treat America’s allies so badly?,unhappy
328,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
329,montenegro,Here’s what you need to know to start your day.,unhappy
330,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
331,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
332,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
333,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
334,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
335,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
336,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
337,montenegro,What possesses him to treat America’s allies so badly?,unhappy
338,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
339,montenegro,Here’s what you need to know to start your day.,unhappy
340,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
341,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
342,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
343,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
344,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
345,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
346,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
347,montenegro,What possesses him to treat America’s allies so badly?,unhappy
348,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
349,montenegro,Here’s what you need to know to start your day.,unhappy
350,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
351,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
352,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
353,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
354,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
355,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
356,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
357,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
358,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
359,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
360,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
361,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
362,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
363,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
364,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
365,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
366,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
367,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
368,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
