,Country,Snippets,class
5,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
6,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
7,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
8,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
9,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
10,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
11,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
12,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
13,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
14,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
15,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
16,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
17,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
18,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
19,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
20,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
21,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
22,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
23,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
24,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
25,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
26,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
27,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
28,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
29,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
30,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
31,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
32,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
33,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
34,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
35,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
36,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
37,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
38,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
39,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
40,cambodia,"“Bangsokol,” one of the first symphonic works to reckon with the Khmer Rouge era, has its New York premiere on Friday.",unhappy
41,cambodia,The Hun Sen government no longer even pretends to tolerate a political opposition.,unhappy
42,cambodia,"Nixon said yes, and his decision has warped American foreign policy ever since.",unhappy
43,cambodia,"The crackdown comes after the government arrested the party’s leader, Kem Sokha, and moved against the country’s independent media.",unhappy
44,cambodia,The government says The Daily owes a tax bill of $6.3 million and must pay up or “pack up and go.” Its last print issue will be published on Monday.,unhappy
45,cambodia,A rights advocate called Kem Sokha’s arrest a “disastrous setback” for human rights in Cambodia as Prime Minister Hun Sen consolidates power.,unhappy
46,cambodia,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",unhappy
47,cambodia,Hun Sen’s government continues to accuse the opposition of colluding with the United States.,unhappy
48,cambodia,"The crackdown comes as Cambodia’s long-serving leader, Hun Sen, tries to solidify his grip on power before elections next year.",unhappy
49,cambodia,"Sessions will feature hiking, horsemanship and meditation.",unhappy
0,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
1,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
2,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
3,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
4,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
5,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
6,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
7,montenegro,What possesses him to treat America’s allies so badly?,unhappy
8,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
9,montenegro,Here’s what you need to know to start your day.,unhappy
10,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
11,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
12,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
13,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
14,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
15,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
16,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
17,montenegro,What possesses him to treat America’s allies so badly?,unhappy
18,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
19,montenegro,Here’s what you need to know to start your day.,unhappy
20,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
21,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
22,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
23,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
24,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
25,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
26,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
27,montenegro,What possesses him to treat America’s allies so badly?,unhappy
28,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
29,montenegro,Here’s what you need to know to start your day.,unhappy
30,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
31,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
32,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
33,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
34,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
35,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
36,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
37,montenegro,What possesses him to treat America’s allies so badly?,unhappy
38,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
39,montenegro,Here’s what you need to know to start your day.,unhappy
40,montenegro,"The president played the statesman in the Middle East, but has switched to a familiar role, disrupter, as he joins the Group of 7 meeting, getting headlines like “Boor in Chief.”",unhappy
41,montenegro,"In the post-truth presidency, a gesture is worth a thousand words.",unhappy
42,montenegro,The British publicist has a moment in the media glare as the broker of the 2016 meeting between Donald Trump Jr. and a Moscow insider.,unhappy
43,montenegro,"The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",unhappy
44,montenegro,"In Kosovo, fears that Serbia’s nationalists are bent on destabilizing the Balkans so that they can justify power plays in the name of restoring stability.",unhappy
45,montenegro,Why Trump should call for a halt to the alliance’s expansion.,unhappy
46,montenegro,"Without a strong European Union to provide stability, the Balkans could decay into protracted conflict.",unhappy
47,montenegro,What possesses him to treat America’s allies so badly?,unhappy
48,montenegro,President Recep Tayyip Erdogan joined his prime minister and foreign minister in criticizing Washington’s decision to arm the Y.P.G. militant group.,unhappy
49,montenegro,Here’s what you need to know to start your day.,unhappy
0,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
1,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
2,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
3,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
4,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
5,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
6,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
7,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
8,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
9,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
10,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
11,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
12,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
13,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
14,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
15,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
16,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
17,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
18,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
19,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
20,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
21,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
22,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
23,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
24,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
25,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
26,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
27,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
28,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
29,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
30,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
31,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
32,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
33,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
34,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
35,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
36,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
37,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
38,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
39,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
40,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
41,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
42,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
43,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
44,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
45,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
46,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
47,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
48,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
49,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
0,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
1,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
2,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
3,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
4,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
5,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
6,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
7,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
8,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
9,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
10,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
11,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
12,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
13,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
14,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
15,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
16,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
17,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
18,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
19,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
20,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
21,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
22,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
23,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
24,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
25,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
26,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
27,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
28,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
29,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
30,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
31,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
32,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
33,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
34,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
35,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
36,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
37,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
38,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
39,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
40,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
41,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
42,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
43,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
44,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
45,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
46,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
47,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
48,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
49,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
0,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
1,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
2,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
3,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
4,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
5,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
6,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
7,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
8,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
9,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
10,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
11,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
12,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
13,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
14,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
15,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
16,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
17,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
18,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
19,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
20,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
21,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
22,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
23,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
24,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
25,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
26,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
27,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
28,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
29,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
30,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
31,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
32,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
33,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
34,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
35,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
36,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
37,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
38,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
39,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
40,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
41,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
42,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
43,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
44,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
45,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
46,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
47,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
48,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
49,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
