,Country,Headlines,Snippets,Year
120,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
121,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
122,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
123,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
124,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
125,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
126,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
127,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
128,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
129,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
130,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
131,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
132,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
133,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
134,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
135,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
136,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
137,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
138,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
139,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
140,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
141,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
142,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
143,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
144,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
145,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
146,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
147,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
148,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
149,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
150,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
151,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
152,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
153,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
154,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
155,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
156,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
157,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
158,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
159,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
160,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
161,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
162,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
163,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
164,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
165,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
166,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
167,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
168,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
169,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
170,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
171,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
172,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
173,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
174,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
175,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
176,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
177,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
178,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
179,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
180,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
181,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
182,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
183,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
184,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
185,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
186,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
187,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
188,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
189,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
190,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
191,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
192,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
193,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
194,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
195,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
196,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
197,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
198,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
199,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
200,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
201,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
202,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
203,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
204,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
205,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
206,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
207,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
208,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
209,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
210,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
211,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
212,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
213,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
214,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
215,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
216,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
217,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
218,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
219,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
220,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
221,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
222,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
223,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
224,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
225,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
226,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
227,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
228,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
229,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
230,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
231,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
232,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
233,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
234,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
235,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
236,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
237,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
238,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
239,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
240,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
241,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
242,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
243,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
244,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
245,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
246,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
247,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
248,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
249,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
250,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
251,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
252,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
253,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
254,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
255,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
256,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
257,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
258,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
259,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
260,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
261,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
262,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
263,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
264,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
265,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
266,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
267,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
268,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
269,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
270,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
271,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
272,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
273,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
274,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
275,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
276,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
277,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
278,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
279,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
280,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
281,Burundi,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
282,Burundi,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
283,Burundi,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
284,Burundi,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
285,Burundi,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
286,Burundi,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
287,Burundi,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
288,Burundi,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
289,Burundi,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
290,Burundi,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
