,Country,class,Headlines,Snippets,Year
6907,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6908,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6909,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6910,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6911,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6912,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6913,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6914,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6915,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6916,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6917,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6918,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6919,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6920,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6921,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6922,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6923,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6924,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6925,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6926,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6927,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6928,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6929,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6930,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6931,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6932,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6933,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6934,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6935,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6936,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6937,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6938,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6939,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6940,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6941,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6942,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6943,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6944,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6945,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6946,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6947,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6948,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6949,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6950,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6951,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6952,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6953,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6954,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6955,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6956,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6957,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6958,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6959,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6960,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6961,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6962,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6963,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6964,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6965,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6966,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6967,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6968,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6969,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6970,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6971,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6972,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6973,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6974,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6975,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6976,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6977,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6978,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6979,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6980,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6981,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6982,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6983,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6984,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6985,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6986,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6987,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6988,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6989,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
6990,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
6991,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
6992,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
6993,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
6994,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
6995,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
6996,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
6997,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
6998,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
6999,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7000,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7001,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7002,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7003,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7004,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7005,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7006,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7007,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7008,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7009,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7010,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7011,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7012,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7013,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7014,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7015,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7016,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7017,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7018,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7019,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7020,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7021,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7022,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7023,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7024,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7025,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7026,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7027,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7028,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7029,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7030,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7031,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7032,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7033,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7034,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7035,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7036,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7037,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7038,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7039,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7040,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7041,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7042,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7043,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7044,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7045,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7046,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7047,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7048,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7049,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7050,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
